Individual,Year,Earnings,Group
85,8,23760.408172576157,JL
85,9,24952.885684954217,JL
85,10,26155.38416656264,JL
85,11,27140.261044103194,JL
86,1,31738.329715920747,JL
86,2,32255.601048353925,JL
86,3,33678.706963446835,JL
86,4,34686.59136456779,JL
86,5,35414.55898315634,JL
86,6,27248.01394422578,JL
86,7,28404.88753471847,JL
86,8,29209.524287985787,JL
86,9,29422.417937453167,JL
86,10,29712.60675813311,JL
86,11,30500.51388018162,JL
87,1,30208.53355865574,JL
87,2,31002.980356285785,JL
87,3,32196.42902313384,JL
87,4,32164.604458099995,JL
87,5,32833.726162722465,JL
87,6,23570.057250019134,JL
87,7,24777.803214053805,JL
87,8,25979.395773175635,JL
87,9,27067.552444824156,JL
87,10,27621.880102484618,JL
87,11,28113.979165920988,JL
88,1,30288.30947269356,JL
88,2,31319.329001358154,JL
88,3,31805.82566589697,JL
88,4,32113.33555185616,JL
88,5,32659.418812669646,JL
88,6,22695.716997988366,JL
88,7,24043.106630298626,JL
88,8,24142.636681406777,JL
88,9,24915.184741175384,JL
88,10,25717.74043680513,JL
88,11,27003.567689321902,JL
89,1,30209.750909906114,JL
89,2,30812.39213418902,JL
89,3,30857.62720666978,JL
89,4,31926.78527688791,JL
89,5,33294.521597998675,JL
89,6,24676.824448873795,JL
89,7,25261.346021224257,JL
89,8,26807.035983736943,JL
89,9,27716.59306191645,JL
89,10,28180.821192010095,JL
89,11,29445.9085667075,JL
90,1,31084.825748804193,JL
90,2,32606.420181844358,JL
90,3,32218.857268614058,JL
90,4,32364.871317581044,JL
90,5,33589.3565405998,JL
90,6,24508.504644763863,JL
90,7,25195.48601440136,JL
90,8,26074.43122723606,JL
90,9,26897.08987944231,JL
90,10,28865.895705669616,JL
90,11,29493.30306506112,JL
91,1,29577.73303774174,JL
91,2,29938.35591900744,JL
91,3,30493.248688318134,JL
91,4,32235.594951592302,JL
91,5,34138.725207821066,JL
91,6,24832.460321542432,JL
91,7,26739.58035604271,JL
91,8,27416.44656877428,JL
91,9,28843.72034837208,JL
91,10,28528.818756231853,JL
91,11,29258.832372305154,JL
92,1,30342.63272330911,JL
92,2,31579.89164655727,JL
92,3,33689.70424810217,JL
92,4,35130.767834367725,JL
92,5,36169.300202641396,JL
92,6,25791.381219950337,JL
92,7,26966.027889412384,JL
92,8,27279.075255310196,JL
92,9,27888.543865181924,JL
92,10,28537.15721020403,JL
92,11,29045.666338438095,JL
93,1,30899.602369377415,JL
93,2,31891.13918296659,JL
93,3,33092.374108595555,JL
93,4,34186.69700553417,JL
93,5,35638.66274887059,JL
93,6,25782.26338762046,JL
93,7,26774.67125179294,JL
93,8,27939.640198029258,JL
93,9,29159.492154059357,JL
93,10,30591.570734993085,JL
93,11,31554.242126190766,JL
94,1,29122.648629669562,JL
94,2,29660.802969557782,JL
94,3,30283.623666082724,JL
94,4,31134.46818706983,JL
94,5,32764.66567130295,JL
94,6,24192.866592695267,JL
94,7,24877.59871586719,JL
94,8,25915.687910671706,JL
94,9,26691.77284531546,JL
94,10,27938.088293934663,JL
94,11,28704.471315736013,JL
95,1,30308.860980292375,JL
95,2,31849.038936734774,JL
95,3,33193.9815022932,JL
95,4,34090.48851584285,JL
95,5,34787.76280405329,JL
95,6,25295.764342724044,JL
95,7,26078.222862696082,JL
95,8,26986.52035911821,JL
95,9,28012.422576334877,JL
95,10,30230.94251415253,JL
95,11,30845.36770624118,JL
96,1,29804.9840772561,JL
96,2,31633.321125163402,JL
96,3,33040.018241767146,JL
96,4,33936.909731494845,JL
96,5,33615.06834900794,JL
96,6,23947.299124851284,JL
96,7,25150.031012138472,JL
96,8,26015.31171455848,JL
96,9,26318.182662613162,JL
96,10,27128.905022187257,JL
96,11,28003.73502634962,JL
97,1,29807.795303508126,JL
97,2,31043.282318121353,JL
97,3,32759.393875720038,JL
97,4,34554.18491236949,JL
97,5,36214.10974135078,JL
97,6,26885.08383442249,JL
97,7,27826.973512091765,JL
97,8,28238.496780766814,JL
97,9,29182.090744054727,JL
97,10,30536.38426413996,JL
97,11,31595.18777457088,JL
98,1,29929.956980903786,JL
98,2,31447.010870228656,JL
98,3,32046.706260958894,JL
98,4,32400.52454770297,JL
98,5,33085.12147947354,JL
98,6,24121.41748781201,JL
98,7,25193.677999300784,JL
98,8,26530.676268072904,JL
98,9,27498.694648969493,JL
98,10,29470.622730037892,JL
98,11,30654.684835911103,JL
99,1,29620.59675752856,JL
99,2,30046.129152857928,JL
99,3,30760.526388720176,JL
99,4,32414.98590081632,JL
99,5,34268.481307127724,JL
99,6,25659.25750065151,JL
99,7,26894.745372801368,JL
99,8,27528.02700790577,JL
99,9,28210.00117084474,JL
99,10,29492.184593161663,JL
99,11,31418.927229436173,JL
100,1,29747.306090557882,JL
100,2,30984.59340823083,JL
100,3,31654.59836856408,JL
100,4,32319.812162681967,JL
100,5,32544.30569984983,JL
100,6,23960.33061348089,JL
100,7,24961.45457685142,JL
100,8,25785.16675716512,JL
100,9,26513.03418735693,JL
100,10,27796.09404028978,JL
100,11,29455.76265773288,JL
101,1,29563.152585370426,JL
101,2,31239.396996612435,JL
101,3,32356.238785786376,JL
101,4,34067.36950119081,JL
101,5,35136.18467445957,JL
101,6,26212.442902957722,JL
101,7,26973.64767235929,JL
101,8,27359.24579518465,JL
101,9,29576.758310435267,JL
101,10,30878.969041341854,JL
101,11,30952.458894020914,JL
102,1,29928.794919241882,JL
102,2,31048.420929177446,JL
102,3,32599.481374676307,JL
102,4,34372.81540816951,JL
102,5,35507.89620122508,JL
102,6,26349.557589029235,JL
102,7,27223.822601398133,JL
102,8,28515.037190019117,JL
102,9,29410.270619909777,JL
102,10,30431.767301990847,JL
102,11,31551.093875898787,JL
103,1,29516.99187356347,JL
103,2,30576.63939283845,JL
103,3,31792.66888062961,JL
103,4,31694.046598175504,JL
103,5,32300.204402337917,JL
103,6,23446.230733422046,JL
103,7,24335.271834770858,JL
103,8,25644.46929656254,JL
103,9,26270.510524677924,JL
103,10,26705.273964759268,JL
103,11,27904.78055939863,JL
104,1,28602.787309374038,JL
104,2,30142.620539677093,JL
104,3,31015.579229438536,JL
104,4,32030.69735694606,JL
104,5,32353.660154645564,JL
104,6,23316.72005691083,JL
104,7,24692.063587485747,JL
104,8,25580.788698168995,JL
104,9,26328.614557391957,JL
104,10,27218.424522658643,JL
104,11,27877.935996067485,JL
105,1,30772.81466108199,JL
105,2,32164.209743088435,JL
105,3,32079.94439172628,JL
105,4,33268.87301755197,JL
105,5,34847.012921287656,JL
105,6,26142.35945903481,JL
105,7,27461.908595683115,JL
105,8,28277.472424327585,JL
105,9,28968.228547101568,JL
105,10,29571.958797331146,JL
105,11,30162.566891678012,JL
106,1,31281.5589402988,JL
106,2,32213.490228577513,JL
106,3,33856.71116807616,JL
106,4,34474.8022621977,JL
106,5,34855.64582282703,JL
106,6,25114.305283102003,JL
106,7,26344.59692214582,JL
106,8,26983.305098834146,JL
106,9,28031.002597631028,JL
106,10,28823.007181975485,JL
106,11,30032.424278160695,JL
107,1,28913.12340303481,JL
107,2,29410.85075520681,JL
107,3,31038.820289080817,JL
107,4,32355.34844954875,JL
107,5,33729.276379973526,JL
107,6,24730.41207340798,JL
107,7,25874.480193236144,JL
107,8,27504.29012427065,JL
107,9,28113.842465321108,JL
107,10,29207.738666675585,JL
107,11,30261.457566486246,JL
108,1,30737.717666173183,JL
108,2,32033.817921235615,JL
108,3,33117.453425976826,JL
108,4,33438.82930473879,JL
108,5,34372.38455082454,JL
108,6,25526.58739905192,JL
108,7,25750.469373136133,JL
108,8,26375.490432326762,JL
108,9,27266.84755141757,JL
108,10,27856.870462162482,JL
108,11,29066.59472666742,JL
109,1,29569.13677678406,JL
109,2,30770.380140379846,JL
109,3,32245.314986265425,JL
109,4,33116.77193764351,JL
109,5,34759.66625534317,JL
109,6,25110.40546259189,JL
109,7,25953.763210714857,JL
109,8,27750.351787931966,JL
109,9,28713.615106414818,JL
109,10,29743.061231165888,JL
109,11,30232.794126674424,JL
110,1,30824.096338737658,JL
110,2,31763.652858618025,JL
110,3,32709.382691404986,JL
110,4,33576.46988544812,JL
110,5,34871.53544780716,JL
110,6,25898.371070643872,JL
110,7,27022.056810420116,JL
110,8,28008.790473809375,JL
110,9,29444.589881895517,JL
110,10,30229.446659872632,JL
110,11,32153.56139846676,JL
111,1,28236.742283146097,JL
111,2,28569.969494242527,JL
111,3,29101.402250964464,JL
111,4,30828.0674440379,JL
111,5,32259.648078318725,JL
111,6,23400.637123901284,JL
111,7,23874.942488996614,JL
111,8,25529.309121312013,JL
111,9,26145.46402508618,JL
111,10,27137.5882603319,JL
111,11,28092.752545796564,JL
112,1,29521.246652715254,JL
112,2,30320.45966062868,JL
112,3,30719.368309298847,JL
112,4,31190.432550610647,JL
112,5,31799.77729761588,JL
112,6,22215.24070778112,JL
112,7,23824.725799191645,JL
112,8,24638.130465858743,JL
112,9,25179.468694210016,JL
112,10,25987.780056200645,JL
112,11,26397.640193006042,JL
113,1,28658.58067904932,JL
113,2,30930.46483806317,JL
113,3,30847.04669561008,JL
113,4,31916.38767587142,JL
113,5,32171.456889635014,JL
113,6,23594.288909972845,JL
113,7,24711.88121354159,JL
113,8,25627.934874359355,JL
113,9,26673.108068274923,JL
113,10,28384.699386756667,JL
113,11,29675.724153425206,JL
114,1,29112.431936991812,JL
114,2,30091.756784767862,JL
114,3,30943.69422540024,JL
114,4,31321.61473585082,JL
114,5,32715.63577586424,JL
114,6,23011.244730253035,JL
114,7,24432.746192975967,JL
114,8,25998.653135064527,JL
114,9,28254.42285833772,JL
114,10,28385.83904712566,JL
114,11,28276.308332144494,JL
115,1,29457.617939032272,JL
115,2,30908.552732110496,JL
115,3,32144.81005135446,JL
115,4,32868.85049009197,JL
115,5,33509.39761392059,JL
115,6,24198.835272015564,JL
115,7,25504.388110735872,JL
115,8,27159.706370077725,JL
115,9,27937.49834436143,JL
115,10,29155.714861302644,JL
115,11,30141.64878869902,JL
116,1,28456.989495659174,JL
116,2,28982.30042946092,JL
116,3,29505.53240361656,JL
116,4,29437.819239210414,JL
116,5,30842.20132621037,JL
116,6,21807.556210625917,JL
116,7,23507.443760655664,JL
116,8,24119.876730926626,JL
116,9,25362.7167597381,JL
116,10,25583.74502065283,JL
116,11,26900.85570755792,JL
117,1,30425.865399423885,JL
117,2,30925.34864730631,JL
117,3,31318.880237443227,JL
117,4,32083.785865895235,JL
117,5,33485.393883868004,JL
117,6,23691.768682267248,JL
117,7,23067.75956462062,JL
117,8,24218.639203588606,JL
117,9,25689.906701285185,JL
117,10,27538.02338201774,JL
117,11,29210.78156934066,JL
118,1,29934.29269402346,JL
118,2,30406.868725434448,JL
118,3,31544.52890512284,JL
118,4,32608.370874465763,JL
118,5,33422.41512341641,JL
118,6,24446.612456729836,JL
118,7,25444.46900359365,JL
118,8,26322.334281067346,JL
118,9,28090.82849547779,JL
118,10,29426.307726656345,JL
118,11,30716.90968629718,JL
119,1,28110.66940833366,JL
119,2,29351.946128765736,JL
119,3,30516.644234392606,JL
119,4,31365.10135931304,JL
119,5,32816.705049263415,JL
119,6,23850.47281435215,JL
119,7,24574.351010245533,JL
119,8,26389.080046051706,JL
119,9,27837.28636478919,JL
119,10,27990.33642349151,JL
119,11,29529.59565310718,JL
120,1,30369.91008081617,JL
120,2,31593.937756838288,JL
120,3,32462.169611497568,JL
120,4,33818.595813139415,JL
120,5,33652.12612103343,JL
120,6,24082.639958343778,JL
120,7,25153.689417654725,JL
120,8,26702.745971764267,JL
120,9,27843.1767662286,JL
120,10,29680.460891408515,JL
120,11,30668.04355190352,JL
121,1,29197.793687200156,JL
121,2,30315.3919763769,JL
121,3,30893.462017987848,JL
121,4,31709.467310438307,JL
121,5,32473.255459772623,JL
121,6,23212.26377611267,JL
121,7,24086.45863173546,JL
121,8,25958.643803639767,JL
121,9,27369.73724489947,JL
121,10,27922.376609422994,JL
121,11,29380.252065300054,JL
122,1,30395.977556943493,JL
122,2,31368.310565896154,JL
122,3,33487.078724869476,JL
122,4,34333.12236009583,JL
122,5,35228.83379889164,JL
122,6,26479.54317848497,JL
122,7,27589.738905638653,JL
122,8,28043.077811118383,JL
122,9,28555.28284870035,JL
122,10,30532.874146495265,JL
122,11,30740.708227424344,JL
123,1,30110.741588398756,JL
123,2,30039.080048437798,JL
123,3,32206.710653053375,JL
123,4,33983.942691605946,JL
123,5,34703.606705343605,JL
123,6,25438.362558439756,JL
123,7,27353.134301825943,JL
123,8,29139.668524559616,JL
123,9,29284.32568676138,JL
123,10,29529.015560406355,JL
123,11,30456.124444434095,JL
124,1,30461.192962594778,JL
124,2,31539.049149242885,JL
124,3,32228.713584681685,JL
124,4,34343.27326028943,JL
124,5,34462.16631838512,JL
124,6,24948.606328593323,JL
124,7,25957.525217168833,JL
124,8,26197.393749700343,JL
124,9,27876.52420737237,JL
124,10,30207.98872547944,JL
124,11,30790.36832176951,JL
125,1,30135.02323844794,JL
125,2,31568.615954561887,JL
125,3,31805.676664902436,JL
125,4,32664.726466577555,JL
125,5,33373.60296210102,JL
125,6,24751.958048833738,JL
125,7,25145.40687240417,JL
125,8,26271.92549049298,JL
125,9,27633.838867070852,JL
125,10,29556.34170123485,JL
125,11,29835.935889917306,JL
126,1,30036.28054531738,JL
126,2,31248.33964732813,JL
126,3,32150.721811696716,JL
126,4,33716.12075987626,JL
126,5,35262.48266011,JL
126,6,25808.770047079786,JL
126,7,26729.308827257828,JL
126,8,28125.22792398076,JL
126,9,29169.184012526264,JL
126,10,29901.389486714164,JL
126,11,31148.796541588006,JL
127,1,28099.70092968403,JL
127,2,29629.606523655504,JL
127,3,30419.38761078231,JL
127,4,31637.476685534064,JL
127,5,32927.68636595261,JL
127,6,22733.316329744564,JL
127,7,23568.52261605506,JL
127,8,24272.243119199316,JL
127,9,24602.262383015655,JL
127,10,26022.456975958114,JL
127,11,27452.283640634916,JL
128,1,29674.992302197257,JL
128,2,30015.763315790762,JL
128,3,30884.448320782943,JL
128,4,31897.848671462536,JL
128,5,32653.277208502062,JL
128,6,23500.079830244176,JL
128,7,25008.724434382664,JL
128,8,25696.568383487454,JL
128,9,27204.518199084887,JL
128,10,28730.614462648897,JL
128,11,29760.334545281392,JL
129,1,29771.827288167155,JL
129,2,30939.271586346895,JL
129,3,31596.503351482752,JL
129,4,33063.95364000043,JL
129,5,33605.354348915425,JL
129,6,24406.205854243002,JL
129,7,25244.03909197977,JL
129,8,25829.694409385902,JL
129,9,26874.13217177861,JL
129,10,28057.698848732925,JL
129,11,28475.253794115008,JL
130,1,29474.614184921335,JL
130,2,30796.967240908216,JL
130,3,31458.273202969012,JL
130,4,32219.842555139698,JL
130,5,32574.37645134892,JL
130,6,22774.58468657953,JL
130,7,23362.748377075415,JL
130,8,24902.644081197148,JL
130,9,25371.80069374342,JL
130,10,25758.852673820795,JL
130,11,26410.993632520782,JL
131,1,29969.50606440938,JL
131,2,30926.323832805934,JL
131,3,32466.73549061493,JL
131,4,33581.77334387046,JL
131,5,33931.06625189049,JL
131,6,24820.878567119827,JL
131,7,25740.73474835264,JL
131,8,26687.5703582199,JL
131,9,27370.69732597164,JL
131,10,27668.43410621049,JL
131,11,28336.471518614693,JL
132,1,28882.9239803622,JL
132,2,30017.976378499032,JL
132,3,30529.580638193045,JL
132,4,31919.68983409548,JL
132,5,32551.221333612684,JL
132,6,22642.21894017206,JL
132,7,22969.759811173022,JL
132,8,24196.02059267806,JL
132,9,24348.44897482551,JL
132,10,24693.51399675785,JL
132,11,25101.137282844466,JL
133,1,29191.81477568092,JL
133,2,30379.342453668243,JL
133,3,32071.480030161758,JL
133,4,33450.22803047388,JL
133,5,33466.52353516469,JL
133,6,25402.937630306595,JL
133,7,26934.909189006583,JL
133,8,28321.534830850396,JL
133,9,29531.791124359934,JL
133,10,30154.185772442957,JL
133,11,30924.571751122436,JL
134,1,29095.46090467699,JL
134,2,30656.563339480526,JL
134,3,31946.989782664186,JL
134,4,32846.39049122279,JL
134,5,34076.582545701334,JL
134,6,24741.880544836986,JL
134,7,25247.651100110186,JL
134,8,26987.453932349545,JL
134,9,27590.536267423486,JL
134,10,29066.26033187825,JL
134,11,30070.864205175523,JL
135,1,30026.636136152472,JL
135,2,30633.100068961674,JL
135,3,31410.032231358153,JL
135,4,32304.734759984545,JL
135,5,33072.13072484969,JL
135,6,23876.623889786017,JL
135,7,23988.662961390197,JL
135,8,25702.905737957615,JL
135,9,26730.271866111405,JL
135,10,27819.258284725667,JL
135,11,29675.608278522275,JL
136,1,28658.96526466744,JL
136,2,29077.265426776892,JL
136,3,30627.599376225462,JL
136,4,32320.450068485392,JL
136,5,32926.77168496667,JL
136,6,24875.080746265878,JL
136,7,25231.934262589213,JL
136,8,26029.137819203173,JL
136,9,27219.163806944875,JL
136,10,27530.802617550136,JL
136,11,28354.807709154087,JL
137,1,31171.259197119285,JL
137,2,32217.84481767241,JL
137,3,33630.816255335085,JL
137,4,35195.07044154184,JL
137,5,36234.03742448717,JL
137,6,27015.668558970596,JL
137,7,28173.465417539574,JL
137,8,28386.224380959415,JL
137,9,29657.89219811313,JL
137,10,31098.682258599947,JL
137,11,31637.395872967812,JL
138,1,29985.167489722284,JL
138,2,30768.73549223919,JL
138,3,31643.522076513043,JL
138,4,32223.223191676632,JL
138,5,32588.881380888062,JL
138,6,23362.975559615246,JL
138,7,23771.21913490247,JL
138,8,24121.91321909112,JL
138,9,24826.53249618075,JL
138,10,25678.742194938404,JL
138,11,26664.45515790387,JL
139,1,29634.285944516025,JL
139,2,30524.75222955587,JL
139,3,31763.734367361707,JL
139,4,33008.35928954548,JL
139,5,34088.34630356968,JL
139,6,25647.478078305117,JL
139,7,26495.134361086588,JL
139,8,28526.148039727585,JL
139,9,29814.289229418646,JL
139,10,31541.047264308905,JL
139,11,31258.717481560445,JL
140,1,31550.17131325534,JL
140,2,32121.34014724822,JL
140,3,33774.56066482053,JL
140,4,35955.60737960745,JL
140,5,37096.52402986572,JL
140,6,27677.926330609604,JL
140,7,28449.10146983229,JL
140,8,30435.28139437615,JL
140,9,32176.514364994946,JL
140,10,32568.12482343642,JL
140,11,33954.553306996924,JL
141,1,29215.442655907078,JL
141,2,29441.604860160165,JL
141,3,30806.36182134923,JL
141,4,32071.51737668056,JL
141,5,33277.039743102956,JL
141,6,24396.172509210643,JL
141,7,25756.468349631225,JL
141,8,26476.878697953493,JL
141,9,28291.355480374565,JL
141,10,29439.677107256273,JL
141,11,30641.01281030676,JL
142,1,29936.35960094271,JL
142,2,30278.010474683317,JL
142,3,30801.950777820035,JL
142,4,31898.707169346955,JL
142,5,33106.45847227466,JL
142,6,24119.96030495698,JL
142,7,25303.037948648744,JL
142,8,27141.03214351371,JL
142,9,27752.678054554497,JL
142,10,28549.664941990824,JL
142,11,29549.438660939373,JL
143,1,29418.809274352614,JL
143,2,30947.121695574504,JL
143,3,31982.201905119884,JL
143,4,32867.03309982983,JL
143,5,33328.87656657195,JL
143,6,23510.459892397692,JL
143,7,24274.045124861437,JL
143,8,25524.887305601995,JL
143,9,26970.04152611551,JL
143,10,27950.54126158063,JL
143,11,29186.15493062286,JL
144,1,30155.566384932285,JL
144,2,32266.503470218053,JL
144,3,33401.993742646635,JL
144,4,35020.608331545,JL
144,5,35144.45062133304,JL
144,6,26254.743610352925,JL
144,7,26675.057804314296,JL
144,8,27553.847833511016,JL
144,9,29245.809938842125,JL
144,10,29272.646424627186,JL
144,11,29409.095980110957,JL
145,1,29046.182375951747,JL
145,2,29965.757677713336,JL
145,3,30953.988268476136,JL
145,4,31773.10315506986,JL
145,5,32208.05428342113,JL
145,6,23653.36000721765,JL
145,7,25042.187040344757,JL
145,8,25763.126105355164,JL
145,9,27921.68157484024,JL
145,10,29483.24154760857,JL
145,11,30288.71625988349,JL
146,1,29481.634511842563,JL
146,2,31641.313580749033,JL
146,3,33100.50495634056,JL
146,4,34728.26501638371,JL
146,5,36731.93885164137,JL
146,6,27348.18335662366,JL
146,7,28269.05854575713,JL
146,8,29543.187192102658,JL
146,9,30729.075063744353,JL
146,10,31593.56884552737,JL
146,11,32776.426046651184,JL
147,1,28600.695057489433,JL
147,2,29506.646436888794,JL
147,3,30473.116040041685,JL
147,4,30558.260423421787,JL
147,5,32153.639433881184,JL
147,6,23380.882511598287,JL
147,7,24925.80180183376,JL
147,8,26134.826138506516,JL
147,9,27400.27644500032,JL
147,10,29093.825410095633,JL
147,11,30128.598568350943,JL
148,1,31076.68975887603,JL
148,2,31474.791341148895,JL
148,3,32649.601716957466,JL
148,4,32951.79810063143,JL
148,5,33574.224358382475,JL
148,6,24320.531453909167,JL
148,7,24741.952887018142,JL
148,8,25926.904064034617,JL
148,9,27135.78472943482,JL
148,10,27895.773709415043,JL
148,11,28823.248847615963,JL
149,1,30629.079163526243,JL
149,2,31669.806369234633,JL
149,3,33465.55897320801,JL
149,4,33862.99239977953,JL
149,5,33984.44964720084,JL
149,6,24909.61154426075,JL
149,7,26212.028698076687,JL
149,8,26990.633012114293,JL
149,9,28006.892641136077,JL
149,10,28381.392119966273,JL
149,11,29621.665386374036,JL
150,1,28863.404855711644,JL
150,2,29996.47285846852,JL
150,3,31580.076825854558,JL
150,4,32005.245086142007,JL
150,5,33472.04089442419,JL
150,6,24596.89566032058,JL
150,7,25475.02895165417,JL
150,8,26005.250034112072,JL
150,9,26975.88260548077,JL
150,10,28040.627250258938,JL
150,11,29603.18264863342,JL
151,1,32605.728435013563,JL
151,2,33750.52643329887,JL
151,3,33738.206765061776,JL
151,4,34778.26731357072,JL
151,5,36008.29971494923,JL
151,6,26676.27168959753,JL
151,7,27903.547582442094,JL
151,8,28775.060319118806,JL
151,9,28878.76117585336,JL
151,10,30881.6068432103,JL
151,11,31675.373171568008,JL
152,1,30416.791983011957,JL
152,2,31790.398840683956,JL
152,3,31971.92712807472,JL
152,4,32668.247759122212,JL
